Date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
2022-01-05-14:36:25,0.39155014913762,0.377379132588394,0.635991822001524,0.616682558953762,0.136542806639336,0.0688424892793409,0.468483047396876,0.584849627288058,0.458471491481177,0.716018153782934,0.421112102102488,0.951669495134792
2022-01-05-14:36:26,0.600169131613802,0.51860094274627,0.173837268073112,0.186751588301267,0.725831652106717,0.795724271689542,0.752261107123923,0.903111851839349,0.446168242353015,0.489185556438752,0.399918583733961,1.39980842880726
2022-01-05-14:36:27,0.17336793072056,0.565607893676497,0.334641065583564,0.867189063958358,0.0153535845899023,0.907064775004983,0.157168451144826,0.397536400097888,0.559747819607146,0.843381498940289,0.469101687814109,0.779028715823122
2022-01-05-14:36:28,0.6579581141565,0.233143051932566,0.648897235011682,0.441716009068768,0.589311733900104,0.84253213088261,0.338331091329455,0.146027530995198,0.633640198863577,0.157901628832333,0.633823860634584,1.59780934012417
2022-01-05-14:36:29,0.0792603742820211,0.698017634048592,0.398908775041346,0.712817673725076,0.469939837499987,0.771095033939928,0.0563266265392304,0.279387007791083,0.179946998236701,0.659984611193649,0.0613893181015737,1.37288490245334
2022-01-05-14:36:30,0.0266201793914661,0.15581560700899,0.122082209615037,0.58673112739576,0.505622198029887,0.134179524492938,0.238679710526485,0.306715392032638,0.902933105544653,0.506376167279668,0.310001902200747,-0.245481255480159
2022-01-05-14:36:31,0.84228061654605,0.248907433596905,0.549302911250852,0.486614640546031,0.77402804676909,0.42100638918113,0.762412517033517,0.235027640631888,0.211648080141749,0.79733281534398,0.949972193266731,1.93189174763301
2022-01-05-14:36:32,0.389042501281947,0.927122176743578,0.801227269961964,0.675152577755507,0.619597189626656,0.530425960174762,0.608702636978123,0.797348855892196,0.713261111963075,0.827580222254619,0.342816362380981,0.45769944595544
2022-01-05-14:36:33,0.312596673073713,0.351925089538563,0.515659890824463,0.23923523905687,0.598568391040899,0.621018768788781,0.620517757073976,0.704628972352948,0.767402010282967,0.0235169102344662,0.225017388886772,-0.14340567354448
2022-01-05-14:36:33,0.622353218540084,0.291424238234758,0.588960322223138,0.222792161714751,0.404909560694359,0.146834604968317,0.415562009257264,0.0562956607993692,0.316641394463368,0.256458071109373,0.658993312469684,1.83233596443161
2022-01-05-14:36:34,0.493673224342056,0.683203332256526,0.297111986889504,0.701782514848746,0.243926524992567,0.854335708483122,0.825519788265228,0.490654409576673,0.661021748206112,0.200653111021966,0.71634202180896,0.851647293356564
2022-01-05-14:36:35,0.731890883727465,0.275325602840167,0.535179441946093,0.885171230491251,0.608871225852054,0.105536737432703,0.640879789774772,0.714224887227174,0.721683647725731,0.525715770882089,0.859503210431431,1.99061293246085
2022-01-05-14:36:36,0.927144340446684,0.8692805235181,0.868606384939048,0.0173057884839363,0.381178164985031,0.470754072270356,0.531098184231669,0.153014294733293,0.89443281091284,0.741155474141706,0.605129840774462,-0.887545449704332
2022-01-05-14:36:37,0.0302074360894039,0.173356930683367,0.850364703624509,0.785167673751712,0.357471863178071,0.637720866149757,0.585683475800324,0.802255774794612,0.86054682374699,0.46878587675048,0.913576226842124,-0.0476436326680437
2022-01-05-14:36:38,0.709926847887691,0.881233151503839,0.192049713451415,0.754961603367701,0.914291792795993,0.492241429402493,0.371896144757047,0.327852722550742,0.18287629999686,0.0974691612366587,0.238792845173739,2.98677484233817
2022-01-05-14:36:39,0.859487920852844,0.196318619996309,0.822792615424842,0.316674794266,0.66991313933162,0.768636415807996,0.132922097470146,0.539594190998469,0.164664972701576,0.688067002492025,0.5580758956098,1.72567983229324
2022-01-05-14:36:40,0.269422199360561,0.772211542415898,0.493061317543034,0.345864654502366,0.514417648334056,0.271444344334304,0.716694590265397,0.341521056005731,0.308108100402169,0.916132632077206,0.057477567596361,0.806139834896438
2022-01-05-14:36:41,0.588437071098015,0.334123693613801,0.373179699555039,0.934281232499052,0.803071565935388,0.169977516897488,0.985517864287831,0.766346388210077,0.191182205085643,0.818607310764492,0.376706265995745,2.35580884175673
2022-01-05-14:36:42,0.362761966737453,0.209822436431423,0.667957776938565,0.00834460166981443,0.0643339793779887,0.737925889859907,0.901382719494868,0.569099231136497,0.518171500135213,0.640528461690992,0.622904189315159,0.250096234772837
2022-01-05-14:36:43,0.662612627937924,0.74178291085409,0.0185674625728279,0.165463938980829,0.0446035768394358,0.82972091875039,0.614430031075608,0.507235495117493,0.741232190227602,0.668202977308538,0.988626787462272,1.14246707781252
2022-01-05-14:36:44,0.167221614189912,0.533234441648237,0.876216993769631,0.307992235701531,0.843082391864154,0.612663027339149,0.199419768275693,0.591821783543564,0.426650422133971,0.42681482879445,0.680106587947812,0.50255403686788
2022-01-05-14:36:45,0.670876554334536,0.0907223495747894,0.366582192240749,0.428801772976294,0.160108017432503,0.242551960856654,0.06477561511565,0.645369314518757,0.737056447989307,0.4339177344786,0.282184367398731,1.47654879067691
2022-01-05-14:36:46,0.826326876957901,0.363271818030626,0.400162908274215,0.211265413435176,0.344227090864442,0.8012404890568,0.991680218740366,0.171478873549495,0.882775687889662,0.957543451713864,0.33529584356118,0.560569874567329
2022-01-05-14:36:47,0.573908982391004,0.116029976496939,0.790970838016365,0.947322881575674,0.219469896969385,0.152298779909033,0.798799152050633,0.338922922366764,0.322862524548545,0.169842850500718,0.528354736734182,2.07554160882136
2022-01-05-14:36:47,0.294371932523791,0.399266368113458,0.06736026245635,0.546989279813133,0.184788491188083,0.644465065361001,0.554197961832397,0.9559895463055,0.123688800900709,0.267554338872433,0.418635755232535,1.3871058462081
2022-01-05-14:36:48,0.278258131328039,0.0264440052234567,0.231466356143355,0.380303372493945,0.854306160218548,0.592837203289382,0.489834565953352,0.243687498071231,0.296151533795055,0.13562455676496,0.870347306181211,0.892492074586708
2022-01-05-14:36:49,0.450124898904469,0.47721301864367,0.274121331239585,0.82794709001435,0.56710974494461,0.418811141422484,0.0406115721166134,0.868374948357232,0.384958101240918,0.220827727864962,0.974716784092598,1.53926364328215
2022-01-05-14:36:50,0.147313370176125,0.956679762015119,0.0971283368766308,0.741949907783419,0.259894474167377,0.360713958169799,0.576089254750405,0.69349795950111,0.842091177890543,0.197298522619531,0.0926460651331581,-0.0117989709814284
2022-01-05-14:36:51,0.90283418438863,0.108591553631704,0.932240937857423,0.590846130191348,0.791102890803013,0.346135151395574,0.0959306291094981,0.0749705216404982,0.832700493400916,0.31896478672279,0.833204190062825,0.0749633964478019
2022-01-05-14:36:52,0.868593296920881,0.711639206465334,0.958823011240456,0.738267430325504,0.152629297331441,0.31038534514606,0.208326239204034,0.635512605938129,0.775950003378093,0.923619509413838,0.0039155188482255,0.764268154895795
2022-01-05-14:36:53,0.336750851233955,0.347170136610512,0.445478528027888,0.969890935362782,0.148471674935427,0.287390726257581,0.893232133903075,0.54431817865232,0.970949873703066,0.696221752881538,0.0298122910200618,0.00709348693663132
2022-01-05-14:36:54,0.54092723588692,0.806441137015354,0.676457278542221,0.12609439751599,0.229059754537884,0.925415108660236,0.0396730839461088,0.524784645445179,0.486207150712144,0.445184331843629,0.17582814819878,0.991213050874315
2022-01-05-14:36:55,0.648925543969963,0.646501575431321,0.0221739292796701,0.103687325550709,0.92791403939249,0.118512284618337,0.142492750945967,0.262556906491518,0.67786347595742,0.455900747238193,0.599448135816492,1.16435015508177
2022-01-05-14:36:56,0.889684891127981,0.280464624895249,0.410179291737732,0.811333212300669,0.105998466841411,0.894255272299051,0.365787123413756,0.0699332427443005,0.501491318352055,0.325748275099322,0.181587728108279,1.05929066689881
2022-01-05-14:36:57,0.119973530555144,0.509469815827906,0.60700719405897,0.157339532540645,0.308537084804848,0.259171005177777,0.684524569059722,0.366371716479771,0.953517067718785,0.0768582848645747,0.889485093594994,-0.736366768588849
2022-01-05-14:36:58,0.1591604190832,0.853525480891112,0.427784064658917,0.278700446588919,0.879452350919601,0.961194284097292,0.44837934582727,0.122201457724441,0.85210804114351,0.285770360443275,0.564207913484424,-0.399352668757508
2022-01-05-14:36:59,0.835002641531173,0.818220468258951,0.473462992967106,0.0750331720197573,0.00183106850599868,0.483276412433479,0.973613974237815,0.787273613458965,0.282911639865488,0.0604833238967694,0.798338579146657,1.56473153350216
2022-01-05-14:37:00,0.0842724123364315,0.751907070635352,0.48837640281301,0.0589290516031906,0.975230676101055,0.0307025865698233,0.429776075317059,0.372749022191856,0.080334841881413,0.171425099393819,0.475542548866943,0.925912436770981
2022-01-05-14:37:01,0.218368266231846,0.149255188556854,0.137095996951684,0.490994844241068,0.430448352426756,0.741923579038121,0.520897804326378,0.914314454549458,0.689509309234563,0.949946872564033,0.115669361583423,0.135823673072517
2022-01-05-14:37:02,0.976841811011545,0.965058227702975,0.71368932450423,0.857823105964344,0.208830951836426,0.564819860006683,0.289042843475472,0.0897930659679696,0.0698554952209816,0.235372498058714,0.787745673777536,1.15589629823384
2022-01-05-14:37:02,0.992479989281856,0.847201140506659,0.694890243452974,0.68430622349726,0.869898219748866,0.726684171736706,0.562941086580977,0.812588283154182,0.876581134423614,0.760180730507709,0.99349946472561,-0.742612928482858
2022-01-05-14:37:03,0.227700019825716,0.65638241577195,0.688976771708112,0.760928398370743,0.838330729317386,0.192088234587573,0.279769607605413,0.198331729790661,0.812147291020956,0.0474941416271031,0.267939891768619,0.185611621609015
2022-01-05-14:37:04,0.550525761817116,0.897736958556343,0.750862275604159,0.463799432176165,0.455867125981022,0.719451887055766,0.843216178216971,0.217455582080875,0.331968723833561,0.141332762902603,0.0176478238636628,1.5629963185842
2022-01-05-14:37:05,0.280238506973255,0.874977962228004,0.118129772322718,0.0689044137927703,0.477326761756558,0.582127491002902,0.702132916147821,0.409144895130303,0.0744471738766879,0.902670297792647,0.765474628291558,1.06146615016737
2022-01-05-14:37:06,0.697207422277424,0.591502063854132,0.100468538266141,0.992858138810843,0.697551435481291,0.862839818694629,0.116349762871396,0.440156286635902,0.156661760204006,0.86501865293365,0.61394275420811,3.29200800395544
2022-01-05-14:37:07,0.815399004498031,0.226602893823292,0.0700804098742083,0.522118981473614,0.098834867568221,0.183043180070817,0.745213631142396,0.206153617410455,0.468591982054058,0.569894802754279,0.964839442616794,1.77086949559265
2022-01-05-14:37:08,0.0494550684723072,0.987473402936012,0.625594018076081,0.6472361077182,0.559130145548843,0.354305684380233,0.322789352205582,0.880125652262941,0.0154667588183656,0.00230836069211365,0.193929074839689,1.57713149726617
2022-01-05-14:37:09,0.355562926896382,0.215961484739091,0.254632027263287,0.259879457284696,0.983082177559845,0.572441215340514,0.872710704314522,0.189250407577492,0.595452207461931,0.574077448036987,0.207873605932109,0.27001394816058
2022-01-05-14:37:10,0.0598251459863968,0.832507080745418,0.848932634082157,0.95199143470265,0.177017309011426,0.608212635451928,0.728781630503945,0.036699583271984,0.221991821555421,0.757747038605157,0.863560455052648,1.3278285661993
2022-01-05-14:37:11,0.25469715414336,0.911791137102991,0.0828568904660642,0.0919827226293273,0.0540585207147524,0.37573864395963,0.350129624647088,0.0487043225904927,0.0913037507957779,0.0167257951432839,0.641868866467848,1.03497295504517
2022-01-05-14:37:12,0.788940297549125,0.735740044710692,0.965696348836645,0.282054646594916,0.0785571076534688,0.399880127063952,0.96719484166475,0.832496303508524,0.941470448025502,0.622927824817598,0.434753078564536,0.857600661634815
2022-01-05-14:37:13,0.638689482843038,0.903727249763906,0.83001073510386,0.623820929685608,0.821460624719039,0.0881994963577017,0.808332182506565,0.557226255547721,0.0562775187194348,0.333130957421381,0.803698435630649,2.71528718860585
2022-01-05-14:37:14,0.870599363734946,0.402314910695422,0.341119992458262,0.982527982539032,0.411279196566902,0.870342508831527,0.109867257464211,0.892127424292266,0.803351132737007,0.581948235051241,0.0874612534744665,0.938945356473227
2022-01-05-14:37:15,0.190969225575682,0.256533616110682,0.0328719250252471,0.205069286935031,0.398542339273263,0.122413391103037,0.943539604321122,0.94885399013292,0.548221027744003,0.345004180523101,0.930789275248535,0.133614257169645
2022-01-05-14:37:16,0.519845556009095,0.433772311157081,0.970717098724563,0.0890688785049133,0.93502114918083,0.203432029427495,0.122984597482719,0.0960927089489996,0.586803347885143,0.592454888555221,0.0310048948600888,0.653981400734547
2022-01-05-14:37:17,0.107200096065644,0.410549697247334,0.55824553339975,0.915609258762561,0.994641027520411,0.651189057114534,0.78790956413839,0.98617221447872,0.82047635586001,0.216856011121999,0.570184124580119,0.101390469147724
2022-01-05-14:37:18,0.795317074253689,0.665206382251345,0.775349132728297,0.117503057648428,0.629179604039527,0.0403714525629766,0.0712558299652301,0.662311918577179,0.999885046933778,0.120114512271248,0.815181230765302,0.612700591008399
2022-01-05-14:37:19,0.121783658720087,0.0634803841938265,0.354508163507562,0.6923497294751,0.531821550396271,0.29750893792836,0.00956309511326253,0.0248365343385376,0.137422147833277,0.244260946291033,0.16167936867103,1.46273926844144
2022-01-05-14:37:20,0.0149235487822443,0.03075089689577,0.99205729853129,0.87479408022482,0.814397908065002,0.992813297628891,0.438623635473195,0.22699702699203,0.56409556502942,0.730111559580546,0.530262153220829,0.647203037487491
2022-01-05-14:37:21,0.308429854973219,0.521488398886286,0.78587568131974,0.326842580907978,0.731296472686809,0.00281768489861861,0.913329681658652,0.110776011240669,0.989249296963681,0.975883010840043,0.751224544926081,-0.544376333981118
2022-01-05-14:37:22,0.988958320259117,0.582283089293633,0.98854245533701,0.655819902138319,0.239236096183304,0.788120342674665,0.0883032494504005,0.968816064465791,0.344243879127316,0.934236557732802,0.849481943512801,0.407401340828833
2022-01-05-14:37:23,0.00580931319156663,0.827501011826098,0.745026505424175,0.802459710089024,0.682746929943096,0.0597081583039835,0.0221937002125196,0.687986502149142,0.698076324260328,0.960749546841253,0.153337466297671,0.418401066127449
2022-01-05-14:37:24,0.807575273949187,0.187392020372208,0.261301216662396,0.143999744080938,0.670619442656171,0.979972899258137,0.385452354548033,0.977164826008957,0.0389082091394812,0.0824270354723558,0.725519425475504,2.43244591134042
2022-01-05-14:37:25,0.720024168188684,0.634471654195804,0.309350626643281,0.0449144238419831,0.44843648744747,0.0289300549146719,0.50240086178761,0.855771450570319,0.206206691772677,0.476845793959219,0.132611712145153,2.32891006742574
2022-01-05-14:37:26,0.968497879777569,0.0489304912649095,0.812525206045248,0.928472548658028,0.969603670057841,0.547462689161766,0.774048878098838,0.623082385149319,0.372972328925971,0.294513475382701,0.128246622374281,0.523878747721258
2022-01-05-14:37:27,0.189035785987508,0.122236630960833,0.886865846279543,0.194542929618619,0.0366026626341045,0.446140450339299,0.670150247777347,0.0152636081329547,0.926126225297339,0.496960102093872,0.101788221197203,-0.61629921405394
2022-01-05-14:37:27,0.759439533313271,0.618236167645082,0.726627127118409,0.138914660243317,0.907542569776997,0.9424977367674,0.693631507887039,0.00692304590018467,0.114766587668564,0.357367159032729,0.95716929305112,2.5677687622767
2022-01-05-14:37:28,0.404878416578285,0.497331358355004,0.385705095429439,0.905459475393873,0.027564872931689,0.0169244192051701,0.259124686408322,0.876193526897114,0.786067469061818,0.994668972229119,0.908184776157141,0.633486582176056
2022-01-05-14:37:29,0.953846185177099,0.134436788817402,0.0540944800782017,0.607963338883128,0.198287075925618,0.503974286883604,0.935998696864117,0.828749438705854,0.933869751726743,0.180007945983671,0.143391920239665,-0.781258722813881
2022-01-05-14:37:30,0.0635221052425913,0.972894079075195,0.156369704289827,0.338021380284335,0.377270869074855,0.982462322688662,0.3416834454122,0.991970220720395,0.701405592181254,0.361216044323519,0.541355953200255,-0.0746166292849748
2022-01-05-14:37:31,0.0928985062311404,0.0548018570826389,0.00118477435316888,0.97746038507903,0.718466101232916,0.380256713917479,0.635506181081291,0.280547842551023,0.254062349156011,0.890323407140095,0.893865921415854,1.31595780333458
2022-01-05-14:37:32,0.590498057559598,0.0746131771057844,0.144858698572498,0.474475895522628,0.949603542871773,0.333556920578703,0.014004925165791,0.732297760685906,0.00268106363480913,0.980277716303244,0.0753375397436321,2.55759439322582
2022-01-05-14:37:33,0.426550031201914,0.466422721073031,0.89030759059824,0.891668246458285,0.126556875903625,0.699879692669492,0.240922486910131,0.315932281578425,0.911578292013146,0.102842063216958,0.926462349044159,0.424764778579673
2022-01-05-14:37:34,0.206078965754714,0.623846552886534,0.9063897534227,0.630931507074274,0.286123607554473,0.837591369338334,0.883841953952797,0.93676289772382,0.143074647653848,0.850531515053008,0.27082839023089,1.26937087182248
2022-01-05-14:37:35,0.894890164923854,0.993308369398583,0.918576774769463,0.0320280648581683,0.959612658994738,0.954064366312232,0.408114778567106,0.65054746836191,0.960857068898622,0.411349631759804,0.0474040960031561,-0.620337267145623
2022-01-05-14:37:36,0.482844196038786,0.00130830927519127,0.161742698692251,0.0260762078990229,0.111761672853027,0.915788268633187,0.184124357399996,0.164227672580164,0.438949067618232,0.8844895987981,0.73732597743161,0.744286703176321
2022-01-05-14:37:37,0.134666938090231,0.0138619414484129,0.945562404501252,0.246572351458017,0.543758510595653,0.0733051067613997,0.452834914932027,0.844645994575694,0.278862626471091,0.0378771267691627,0.517864581793547,0.702306093874425
2022-01-05-14:37:38,0.913356812091079,0.9348157952982,0.286195767200552,0.831215597514529,0.642460544437636,0.517890181844123,0.735978384418413,0.137601925665513,0.652862277533859,0.702784501824062,0.453615756498184,0.383654921367599
